path,label
TEST_421.mp4,0.476188600063324
TEST_323.png,0.3506418466567993
TEST_057.png,0.19911082088947296
TEST_129.mp4,0.3705641031265259
TEST_159.jpeg,0.24006158113479614
TEST_403.jpg,0.30617785453796387
TEST_075.mp4,0.3119458258152008
TEST_399.mp4,0.2712271511554718
TEST_300.mp4,0.1905892938375473
TEST_497.mp4,0.45972925424575806
TEST_268.mp4,0.3695177137851715
TEST_354.mp4,0.17092415690422058
TEST_074.mp4,0.31641870737075806
TEST_284.mp4,0.3067512810230255
TEST_251.mp4,0.13262642920017242
TEST_193.jpg,0.2050965130329132
TEST_209.mp4,0.32451382279396057
TEST_207.jpg,0.1654856950044632
TEST_384.png,0.19577501714229584
TEST_146.jpg,0.22984467446804047
TEST_489.png,0.16913247108459473
TEST_337.mp4,0.21750634908676147
TEST_350.jpg,0.2079358547925949
TEST_287.mp4,0.2534826397895813
TEST_228.jpg,0.2761605381965637
TEST_402.png,0.10151617228984833
TEST_424.mp4,0.1270788311958313
TEST_115.jpg,0.2730671763420105
TEST_204.mp4,0.22247549891471863
TEST_203.mp4,0.24826878309249878
TEST_143.png,0.1783117800951004
TEST_088.mov,0.2987031638622284
TEST_179.mp4,0.37147989869117737
TEST_006.mp4,0.15717065334320068
TEST_291.mp4,0.19910511374473572
TEST_048.mp4,0.21155419945716858
TEST_226.jpg,0.2198813259601593
TEST_328.mp4,0.21309801936149597
TEST_127.mp4,0.363491952419281
TEST_437.jpg,0.19603511691093445
TEST_450.jpg,0.21504464745521545
TEST_339.jpeg,0.2168034166097641
TEST_404.png,0.16341322660446167
TEST_198.mp4,0.18306909501552582
TEST_246.jpg,0.14263471961021423
TEST_356.jpeg,0.15166765451431274
TEST_401.mp4,0.3426947295665741
TEST_162.mp4,0.1820300966501236
TEST_360.jpg,0.35300466418266296
TEST_440.jpg,0.22371616959571838
TEST_208.png,0.20168782770633698
TEST_004.jpg,0.2343016415834427
TEST_169.jpg,0.24963118135929108
TEST_418.jpg,0.28189951181411743
TEST_464.jpg,0.17317871749401093
TEST_213.mp4,0.34897592663764954
TEST_200.png,0.18528074026107788
TEST_238.mp4,0.19491012394428253
TEST_021.png,0.27870750427246094
TEST_457.mp4,0.2679618299007416
TEST_134.mp4,0.20181025564670563
TEST_111.mp4,0.5282192826271057
TEST_274.mp4,0.45527368783950806
TEST_096.jpg,0.31279119849205017
TEST_430.mp4,0.3302968144416809
TEST_099.jpeg,0.2452707588672638
TEST_475.mp4,0.28186678886413574
TEST_483.jpg,0.23162201046943665
TEST_372.jpg,0.4443438649177551
TEST_448.png,0.20822378993034363
TEST_431.jpeg,0.4687575697898865
TEST_363.jfif,0.1317097246646881
TEST_183.jpeg,0.2399798482656479
TEST_227.mp4,0.17684756219387054
